3.441633356930189347e-01,3.414791796087180975e-01,2.474649999999999350e-01
7.156573199381769390e-01,7.141933090438732368e-01,4.117169999999999996e-01
9.684654186988012059e-01,9.682967498680304930e-01,5.438029999999999253e-01
4.937080466374430682e-02,4.795004886902560354e-02,8.899600000000000566e-02
8.125030156562539352e-01,8.115159129013530537e-01,4.235910000000000508e-01
4.160734324752671798e-01,4.135057977828432429e-01,2.915840000000000098e-01
4.193181956724515436e-01,4.167577003827648285e-01,2.918170000000000486e-01
8.721281154025042337e-01,8.714489664838167560e-01,4.647510000000000807e-01
2.161524833769356280e-01,2.135290953741746933e-01,8.008840000000001513e-01
1.816611937821916156e-01,1.791404191314051042e-01,8.428530000000000744e-01
9.549628057091908984e-01,9.547220287261679594e-01,4.951470000000000593e-01
4.209461419113151859e-01,4.183892837975872192e-01,2.821089999999999987e-01
8.300730266498531629e-01,8.291757703940492163e-01,4.441820000000000213e-01
1.099819684226154143e-01,1.078663345963621623e-01,1.253739999999999855e-01
6.946838784763138541e-01,6.931216723668476298e-01,3.994800000000000573e-01
6.946838784763138541e-01,6.931216723668476298e-01,4.197279999999999900e-01
2.290003051808436607e-01,2.263501201522161721e-01,1.902090000000000447e-01
1.170651603064505331e-01,1.148944341499007066e-01,8.790819999999999190e-01
6.473448384164086633e-01,6.455693958737902527e-01,3.875620000000000176e-01
7.432447548681507810e-01,7.419129508916053606e-01,4.201330000000000342e-01
3.398597000058576345e-01,3.371713871171906352e-01,2.477420000000000178e-01
6.033581985360740862e-01,6.013967094972151317e-01,6.623940000000000383e-01
8.499409188115317759e-01,8.491462091992190153e-01,5.568870000000000209e-01
5.607682247191463354e-01,5.586397025134485217e-01,3.475039999999999796e-01
6.988605251577457711e-01,6.973177039108886532e-01,5.958499999999999908e-01
1.863218624679109092e-01,1.837843619431012709e-01,8.327370000000001715e-01
1.798213453363441960e-01,1.773074401927899890e-01,1.757829999999999948e-01
3.587586565517594250e-01,3.560911550804973791e-01,2.691240000000000299e-01
5.344457044658881273e-01,5.322213335107730536e-01,6.761819999999999498e-01
7.646946823204858745e-01,7.634678302706892072e-01,4.346660000000000523e-01
5.799465029476070788e-01,5.778914663453307288e-01,6.741140000000002130e-01
7.135499779747831450e-01,7.120760065186321208e-01,4.027879999999999794e-01
9.504646136863015293e-01,9.501998398085481634e-01,4.835929999999999396e-01
9.887350901842000273e-01,9.886748138867869073e-01,5.070310000000000095e-01
1.522389068389057853e-01,1.498476857699485854e-01,8.487570000000000947e-01
7.198784954573450579e-01,7.184344974689436114e-01,4.219149999999999845e-01
7.884992670818675720e-01,7.873908596948732130e-01,4.359129999999999949e-01
9.392263491623342730e-01,9.389016884723755396e-01,5.199799999999999978e-01
9.977469461786291349e-01,9.977348898681326350e-01,4.960619999999999474e-01
8.081248538549695715e-01,8.071154964003834920e-01,5.884489999999999998e-01
9.190294350373339194e-01,9.185974448029504691e-01,5.260850000000000248e-01
3.767894003182955392e-02,3.646348109141054478e-02,7.911400000000000376e-02
8.944163752835637693e-01,8.938542555037498616e-01,4.668570000000000220e-01
2.504382773630389747e-01,2.477553867264218335e-01,8.121300000000001296e-01
