9.977469461786291349e-01,9.977348898682332212e-01,4.985720000000000707e-01,9.977469492463537648e-01
8.521545999400603755e-01,8.513713732949867996e-01,4.583330000000000459e-01,8.521547734956337328e-01
9.437203287915933991e-01,9.434196034528525843e-01,5.269989999999999952e-01,9.437204041736559912e-01
5.251982585074965737e-01,5.229416837450977518e-01,6.769719999999997961e-01,5.251980087136800535e-01
9.128896997985831707e-02,8.934000634078824443e-02,1.268340000000000023e-01,9.128600331072660168e-02
2.870700741583827043e-01,2.843618495487459930e-01,2.174159999999999981e-01,2.870683293550382320e-01
1.197279296947753174e-01,1.175375213774392386e-01,1.418509999999999494e-01,1.197250060315133702e-01
4.048340740326117349e-01,4.022428667270896430e-01,7.167960000000000997e-01,4.048331929587309919e-01
3.164015176769557902e-02,3.054614586655527222e-02,6.427900000000000280e-02,3.163777839134989528e-02
2.008332621870882462e-01,1.982495994166851017e-01,8.173730000000002383e-01,2.008308254183776009e-01
3.798353284463114043e-01,3.771984710703474297e-01,2.888010000000000299e-01,3.798342815635267211e-01
3.257646704669407978e-01,3.230652640133421238e-01,2.567499999999999782e-01,3.257632300791734048e-01
3.543397471378043617e-01,3.516667948514736741e-01,2.700329999999999675e-01,3.543385201960224107e-01
3.161276342487203683e-01,3.134229590991090553e-01,7.547140000000002180e-01,3.161261194724925838e-01
7.884992670818675720e-01,7.873908596948732130e-01,5.695449999999999680e-01,7.884994729481723530e-01
3.690603439783626122e-02,3.570545924813414013e-02,9.380770000000000497e-01,3.690353482155270953e-02
7.711658737925879414e-01,7.699710244775056500e-01,6.017289999999998473e-01,7.711660813198690789e-01
9.167883142406588748e-01,9.163444420013806546e-01,5.384409999999999474e-01,9.167884229159513065e-01
2.089019194331924734e-01,2.062962354467678672e-01,2.075370000000000270e-01,2.088995448288781809e-01
4.890447991981191622e-01,4.866703108379923925e-01,7.026469999999999105e-01,4.890443898648976218e-01
8.600187998252310784e-02,8.410640323612225688e-02,1.095649999999999957e-01,8.599891929965630677e-02
1.546792468387373221e-01,1.522755765064869871e-01,1.646720000000000128e-01,1.546764902190269908e-01
3.602392928535933514e-01,3.575736953429211606e-01,2.705450000000000355e-01,3.602381084968767633e-01
4.802205570243970323e-01,4.778193502470245990e-01,7.158470000000000111e-01,4.802201048006520256e-01
8.966500923186199179e-01,8.960997466310642867e-01,4.943259999999999876e-01,8.966502238533158309e-01
7.972059875173362897e-01,7.961413755775679224e-01,4.110840000000000050e-01,7.972061912895502811e-01
9.369800759142419277e-01,9.366434580146123512e-01,4.712199999999999722e-01,9.369801598907552265e-01
2.058490793550027675e-01,2.032514336607578187e-01,2.002430000000000043e-01,2.058466810874658437e-01
4.225777918745075024e-01,4.200246159364152687e-01,2.983590000000000408e-01,4.225770215997638468e-01
9.324890515656473200e-01,9.321285414744363562e-01,5.329819999999999558e-01,9.324891411659906870e-01
3.384328547697349476e-01,3.357432417357505416e-01,7.736940000000001039e-01,3.384315104077422198e-01
2.214412298967531889e-01,2.188061206399524727e-01,1.936370000000000036e-01,2.214389539990930800e-01
1.050466085823600071e-01,1.029718413943212368e-01,1.359460000000000113e-01,1.050436488180531980e-01
1.002886860035155647e-01,9.825537040658803567e-02,8.775889999999999525e-01,1.002857205250954620e-01
1.344932047182117174e-01,1.322030399726233652e-01,8.532310000000000727e-01,1.344903401178371705e-01
5.069176618142195306e-02,4.924988462449034210e-02,9.099800000000000944e-02,5.068903315141148197e-02
6.884362835571031791e-01,6.868452443333776802e-01,6.296720000000001205e-01,6.884364464154237861e-01
2.683249417994594266e-01,2.656251929745273022e-01,2.181900000000000228e-01,2.683230454103323614e-01
