1.024128738782386673e-02,1.064959448570696604e-02,9.587460597572235524e-03,8.548765992820252929e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.017249310641202449e-02,1.054359260214468748e-02,9.577777978216042015e-03,8.476082217038721431e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.125188092676065663e-02,1.132364806235164681e-02,9.642529227853040633e-03,7.566481007707574931e-03
6.845761900621434755e-03,7.984895150219569956e-03,1.047394954351031811e-02,1.132046011034887334e-02
1.468025032995010429e-02,1.528814345530549526e-02,1.562425280101420108e-02,1.516733724158595906e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.255187119078263885e-02,1.108300135342408892e-02,9.178022313657781261e-03,6.039551836850153184e-03
7.340950279085128004e-03,8.390338253014594308e-03,1.152167944528921517e-02,1.474620161227969267e-02
1.212546295982136826e-02,1.362665514937543704e-02,1.562331750909517168e-02,1.516128024640400924e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.210489465299055545e-02,1.131381350208673919e-02,8.080776125472085430e-03,4.692333828704010716e-03
7.350176811478756518e-03,8.987377190259680793e-03,1.313081717144824224e-02,1.564898676719998424e-02
1.150289972311329886e-02,1.340806485627213905e-02,1.571634955038860720e-02,1.492097786473795679e-02
9.770267089491463733e-03,1.174648868002689528e-02,1.507865060275619465e-02,1.568719911775201190e-02
1.261950465549260131e-02,1.128761274318002862e-02,6.964827969160467848e-03,2.798994991063759232e-03
6.526782104529000109e-03,8.772050378332308176e-03,1.444754391548957843e-02,1.570576223428838195e-02
1.009346156628141214e-02,1.249359180980393752e-02,1.583111432464561971e-02,1.386625087902279216e-02
8.654233544341173590e-03,1.122434782069764610e-02,1.548918665359804575e-02,1.465417281050008028e-02
1.228770701758465610e-02,1.096482101997110596e-02,6.632258954534272187e-03,2.427808485033366385e-03
6.637129631851407426e-03,1.054133245799600098e-02,1.491229810290820891e-02,1.506789984569848438e-02
9.275455563475035886e-03,1.319301402864410042e-02,1.566566710708485258e-02,1.309973985963081185e-02
8.580040204451258590e-03,1.223552573083805037e-02,1.559027026032583710e-02,1.413422917565723344e-02
1.212688469640902864e-02,1.062709540561296469e-02,6.327180603554798111e-03,1.718253427175399318e-03
7.232502349809505175e-03,1.110242753230121157e-02,1.563089965421055744e-02,1.411717656757187009e-02
9.370638652727998966e-03,1.323969396587398352e-02,1.577736045065841058e-02,1.203223094193257500e-02
8.654421870350439971e-03,1.244993301829371360e-02,1.593269180521608708e-02,1.306550004247829244e-02
1.283236508793293186e-02,1.059266506786654682e-02,5.227628708123793766e-03,1.003790396447386702e-03
7.005040116944370558e-03,1.086145563725230898e-02,1.580786493331720957e-02,1.283646394300235784e-02
9.209108903145841671e-03,1.331805165930812808e-02,1.561736497588499251e-02,1.077063970941374502e-02
8.535886427899565948e-03,1.235034281467522858e-02,1.582807211381096965e-02,1.161707654747958299e-02
1.269792892561617467e-02,9.971222580506373945e-03,4.843453210262286049e-03,0.000000000000000000e+00
6.599440187621977670e-03,1.186102172833352307e-02,1.576987684289260158e-02,1.108201290334929166e-02
8.265742289111123464e-03,1.339808858606331143e-02,1.533896704605627360e-02,9.240387221323581937e-03
7.570176547478929888e-03,1.287921888159371253e-02,1.563418219031616208e-02,1.011560181106394528e-02
1.218377767197018936e-02,9.833968565640231058e-03,3.735262239789868127e-03,0.000000000000000000e+00
7.132713368697777764e-03,1.254488105324239565e-02,1.574076406785894153e-02,9.925792967818751478e-03
8.688975313004405204e-03,1.416582592015021638e-02,1.496004872151157107e-02,7.899146965970408815e-03
